,Adidas,Allianz,BASF,Bayer,BMW,Continental,Covestro,Daimler,DeutscheBank,DeutscheB̦rse
0,24557.285714285714,87760.85714285714,259804.85714285713,389227.0,114584.14285714286,36058.42857142857,50265.857142857145,223756.2857142857,979603.7142857143,22589.14285714286
1,13968.0,52420.42857142857,241289.57142857142,297213.0,91978.42857142857,27988.714285714286,50889.42857142857,108592.28571428571,578602.5714285715,15418.0
2,12129.714285714286,45633.0,138455.85714285713,236672.57142857142,58503.28571428572,23450.0,50400.57142857143,124390.57142857143,438730.85714285716,23970.0
3,9941.42857142857,44456.142857142855,120866.42857142857,185306.14285714287,52659.42857142857,17761.0,40949.857142857145,100099.85714285714,363156.71428571426,14021.42857142857
4,8506.714285714286,50246.57142857143,103953.42857142857,141561.0,65463.28571428572,18517.85714285714,30932.571428571428,100492.85714285714,402517.28571428574,11636.285714285714
5,9458.714285714286,45365.28571428572,118347.14285714286,157053.42857142858,59877.142857142855,20655.714285714286,40507.142857142855,118720.14285714286,408227.71428571426,17085.14285714286
6,12952.57142857143,55770.0,190979.85714285713,164361.7142857143,69232.85714285714,33683.857142857145,58043.42857142857,204564.0,778131.5714285715,19242.714285714286
7,18610.428571428572,91833.14285714286,263455.0,233492.42857142858,95744.71428571429,46980.28571428572,77078.71428571429,227114.85714285713,1035843.7142857143,27807.428571428572
8,14404.857142857143,55497.857142857145,133485.7142857143,133880.42857142858,52899.0,32054.85714285714,50260.142857142855,155165.2857142857,571414.5714285715,32576.85714285714
